X,Y,Evento,Assunto,Data,Ano,Pasta,Página,Local de a,Arquivo,Prática,Atores (ge,Resumo,Ciclo,icon_url
-43.9317481389249,-19.9300745904531,Polícia reprime concentração na Praça Afonso Arinos e cerca Faculdade de Direito,Poesia,1980/02/04,"1980",SESP-1.2-2.2-0005,"1145",Praça Tiradentes,SESP,Cartazes/Pixação,Anônimo,HIPOPÓTAMO - ELE VOA COM ASAS DE LIBÉLULAS,Ciclo 3,./0.png
-43.9379148329215,-19.9225330403904,Polícia reprime concentração na Praça Afonso Arinos e cerca Faculdade de Direito,Poesia,1980/02/04,"1980",SESP-1.2-2.2-0005,"1146",R. Espiríto Santo nº 901,SESP,Cartazes/Pixação,Anônimo,O POVO NÃO TEM MEDO - ABAIXO A REPRESSÃO - VIVA O HIPOPÓTAMO,Ciclo 3,./0.png
-43.943238232863,-19.9257174227556,Pressão por aprovação de lei para aumento dos funcionários públicos,Figueiredo,1980/02/04,"1980",SESP-1.2-2.2-0005,"1145",Rua Bernardo Guimarães c/ R. Curitiba,SESP,Cartazes/Pixação,Anônimo,"FI""GAY""REDO",Ciclo 3,./0.png
-43.9343321329212,-19.9328116595052,Primeira eleição direta para governador em Minas Gerais desde 1965,Maconha,1980/02/05,"1980",SESP-1.2-2.2-0005,"1147",R. Claudio Manuel nº 984,SESP,Cartazes/Pixação,Anônimo,VIVA A MACONHA,Ciclo 3,./0.png
-43.9293865310135,-19.9230524939164,Primeira greve após o golpe,s/i,1980/02/06,"1980",SESP-1.2-2.2-0005,"1147",Alameda Alvaro Celso,SESP,Cartazes/Pixação,Anônimo,G. ELVIS V. CRUZ TE AMO.,Ciclo 3,./0.png
-43.9412228463571,-19.9287236542893,Projeto de lei para regularização de favelas,Grupo de Artilharia de Campanha? Grupo Anti-Comunista?,1980/02/06,"1980",SESP-1.2-2.2-0005,"1147",R. Bernardo Guimarães nº 1884,SESP,Cartazes/Pixação,Anônimo,VIVA O GAC,Ciclo 3,./0.png
-43.936704,-19.925668,Propaganda da União de Defesa Coletiva,Anistia,1980/03/11,"1980",1.2-2.2-0018 (A-1),"1658",Faculdade de Direito da UFMG,SESP,Assembleia/Reunião,Ativismos,,Ciclo 3,./0.png
-44.0260821563212,-19.954225243871,Protesto contra desemprego e contra a carestia da vida,Dia do Trabalhador,1980/05/01,"1980",1.2-2.2-0010,2155 e 2159,Praça da CEMIG,SESP,Comício/Concentração,Trabalhadores,"O evento começou com missa prevista às 8h na Praça da CEMIG, em seguida, ocorreu uma passeata até a Praça do Trabalhador. O evento foi articulado com governo. À princípio era demandada a a Praça da Estação.",Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Protesto contra lei do arrocho,,1980/05/01,"1980",,,Igreja São José,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Cartazes/Pixação,Movimentos Conservadores,Paredes da igreja são pixadas com ofensa aos aos padres e bispos e ainda acusando-os de comunistas,Ciclo 3,./0.png
-43.936397,-19.925441,Protesto em homenagem ao estudante Edson Luís,"Repressão; Mortos/desaparecidos politicos",1980/05/02,"1980",1.2-2.2-0018 (A-1),"1658",Praça Afonso Arinos,SESP,Comício/Concentração,Ativistas,"O ato aconteceu às 12h e foi organizado pelo CBA que confidava os manifestantes a trazerem flores: ""Leve uma flor na praça""",Ciclo 3,./0.png
-43,-19.9261072,Protesto em homenagem ao estudante Edson Luís,,1980/06/27,"1980",,,Casa do Jornalista,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos conservadores,A sede do Sindicato de Jornalistas Profissionais de Minas Gerais teve ainda suas paredes pixadas.,Ciclo 3,./0.png
-43.9695017039958,-19.8699753398387,Protesto em homenagem ao secundarista Edson Luís,Atribuições biomédicos,1980/08/01,"1980",1.2-2.2-0018 (A-1),"1621",Faculdade de Farmácia da UFMG,SESP,Vigília/Missa,Estudantes,,Ciclo 3,./0.png
-43.971096,-19.865917,Protesto IMACO,,1980/08/01,"1980",1.2-2.2-0018 (A-1),1622-1623,Mineirão,SESP,Panfletagem,Anônimo,,Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Protesto na Escola de Engenharia,"Anistia; Presos políticos; direito de greve",1980/08/01,"1980",AA-007,"-",Igreja São José,SESP,Comício/Concentração,Ativismo,,Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Protesto pela abertura do SAPS Lagoinha,"""Quem ama não mata""",1980/08/08,"1980","-","-",Igreja São José,"Linha do tempo
1960-1983",Comício/Concentração,Ativistas,Ato em repúdio a uma série de assassinatos de mulheres por seus companheiros mobilizou ativistas na Igreja São José,Ciclo 3,./0.png
-43.941859,-19.919804,Protestos contra o assassinato do Estudante Edson Luís,Feminismo,1980/08/14,"1980",1.2-2.2-0018 (A-1),"1606",FACE UFMG,SESP,Evento,Ativismo,,Ciclo 3,./0.png
-43.936704,-19.925668,Protestos dos moradores de Santa Tereza,"Repressão; Mortos/desaparecidos politicos",1980/08/29,"1980",1.2-2.2-0018 (A-1),"1606",Faculdade de Direito da UFMG,SESP,Assembleia/Reunião,Ativismo,Evento no Salão nobre da Faculdade de Direito reuniu cerca de 100 pessoas para homenagem a mortos e desaparecidos pela repressão em razão do Dia Nacional de Luto,Ciclo 3,./0.png
-43.936704,-19.925668,Protestos pelas Diretas Já,CBA,1980/09/01,"1980",1.2-2.2-0018 (A-1),"1606",Faculdade de Direito da UFMG,SESP,Assembleia/Reunião,Ativismo,Cerca de 400 pessoas reuniram-se no Auditório da Faculdade de Direito,Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Quinzena da Carestia,terrorismo,1980/09/01,"1980",1.2-2.2-001(3),"77",Igreja São José,SESP,Comício/Concentração,"Partidos Políticos; Estudantes; Trabalhadores; Ativistas","Cerca de 300 manifestantes reuniram-se na Igreja São José às 19h. Foi acertado que ""elemento que fosse apanhado promovendo e tumultuando a manifestação deveria ser encaminhado até lá no alto das escadarias, onde tomaram as providências, pois não",Ciclo 3,./0.png
-43.967937,-19.925871,Quinzena da Carestia,terrorismo,1980/09/02,"1980",1.1-2.2-0003 (1),"1060","Rua Monsenhor Horta, 312, Prado",SESP,Atentado à bomba,Movimentos conservadores,,Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Quinzena da Carestia,"Soltura presos políticos; Lei de Segurança nacional",1980/09/11,"1980",1.2-2.2-004,"-",Igreja São José,SESP,Vigília/Missa,"Estudantes; Trabalhadores; Ativistas; Religiosos","O Culto Ecumênico reuniu aproximadamento 300 participantes e foi celebrado pelos Padres Mário, Abel e Rogério (Barreiro). Luta pela prorrogação da Lei de segurança Nacional e pela soltura de presos políticos prometida até o Natal daquele ano",Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Realização do I Congresso de Trabalhadores Favelados de BH,Presos políticos em Pernambuco,1980/09/12,"1980",1.2-2.1-0002(2),"310",Igreja São josé,SESP,Comício/Concentração,"Estudantes; Trabalhadores; Ativistas",Ato reuniu cerca de 100 pessoas na Escadaria Igreja São José às 18h,Ciclo 3,./0.png
-43.936704,-19.925668,Reinvindicações de funcionários federais,Partidos,1980/11/14,"1980",1.2-2.2-0018 (A-2),"1757",Faculdade de Direito da UFMG,SESP,Evento,Ativismo,,Ciclo 3,./0.png
-43,-19.9261072,Reivindicações dos favelados na PBH,Anistia,1980/11/14,"1980",AA.002.2,"-",Casa do Jornalista,SESP,Assembleia/Reunião,Ativismo,,Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Relatório de agentes do DOPS/MG sobre manifestaçoes estudantis no interior das instituições de ensino,"Anistia; Presos políticos",1980/12/06,"1980",AA-007,"-",Igreja São José,SESP,Comício/Concentração,"Estudantes; Trabalhadores; Ativistas; Partidos Políticos",,Ciclo 3,./0.png
-43,-19.9261072,Repressão à ocupação,Anistia,1980/12/07,"1980",1.2-2.2-0018 (A-2),"1763",Casa do Jornalista,SESP,Assembleia/Reunião,"Ativistas; Partidos Políticos",,Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Repressão ao ato contra o aumento da tarifa do ônibus e contra a carestia,Anistia,1981/03/15,"1981",1.2-2.2-0018 (A-2),"1764",Igreja São José,SESP,Panfletagem,Anônimo,Panafletos foram distribuídos entre 17h e 19h,Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Repressão às tentativas de realização do III ENE no campus saúde da UFMG,"MCCV; passe-livre para desempregados; meio-passe estudantes",1981/03/31,"1981","AB.014-1
1.2-2.2-0014","248",Igreja São José,SESP,Passeatas,"Partidos Políticos; Estudantes; Trabalhadores; Ativistas","Ato Público Custo de Vida iniciou-se na Igreja São José e saiu em passeata até Palácio dos Despachos, próximo à Praça, onde foi entregue um abaixo-assinado. Polícia acompanhou a passeata e foi aplaudida ao final por não impedi-la. Os manifestan",Ciclo 3,./0.png
-43.936704,-19.925668,Repressão contra atos de rua,Imprensa Independente,1981/04/14,"1981",1.2-2.2-0018 (A-2),"1762",Faculdade de Direito da UFMG,SESP,Evento,"Ativismos; Imprensa Independente","Participaram representantes dos jornais Em tempo, Tribuna da Luta Operária, Movimento e O trabalho",Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Resistência contra remoções em favelas,Custo de Vida,1981/05/21,"1981",1.2-2.2-0014(1),"449",Igreja São José,,Comício/Concentração,"Estudantes; Trabalhadores; Ativistas",Protesto na Escadaria da Igreja São josé contra aumentos de preços de produtos básicos,Ciclo 3,./0.png
-44.01238,-19.978748,Reunião da Congregação universitária da Faculdade de Direito da UFMG,"MCCV; aumento tarifa do ônibus; aumentos mensalidades Universidade Católica",1981/08/24,"1981",AB-014.2 1.2-2.2-0014,"-",Colégio Santa Rita de Cássia,SESP,Assembleia/Reunião,"Partidos políticos; Estudantes; Trabalhadores; Ativistas","De acordo com o relato, participaram cerca de 50 pessoas de 17 bairros distintos. Nesse encontro foi planejado o ato público a ser realizado no dia 31/08 na Igreja São José às 17h. Foi também acordada a reunião semanal do movimento contra carestia",Ciclo 3,./0.png
-44.01238,-19.978748,Reunião da diretoria do Sindicato dos Hidrelétricos,MCCV,1981/08/30,"1981","AB.014-1
1.2-2.2-0014",1138-40,Colégio Santa Rita de Cássia,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas",,Ciclo 3,./0.png
-44.01238,-19.978748,Reunião da Federação de Trabalhadores Favelados de Belo Horizonte,MCCV,1981/08/30,"1981","AB.014-1
1.2-2.2-0014",1138-40,Colégio Santa Rita de Cássia,SESP,Encenação,"Estudantes; Trabalhadores; Ativistas",,Ciclo 3,./0.png
-43.929086,-19.924769,Reunião da Frente Renovadora Janista,Terrorismo,1981/08/31,"1981",1.2-2.2-0001(2),119-120,Faculdade de Medicina da UFMG,SESP,Evento,Movimentos conservadores,"As cerca de 500 pessoas presentes relembraram a Invasão do DA de Medicina em 11/01/1977 e os atentados a bomba na Igreja São Francisco de Chagas (13/09/1978), no DA de Medicina (28/03/1978), no Centro Cultural do DCE/UFMG, na FAFICH e na Faculdade de D",Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Reunião da U.E.E para homologação de greve estudantil,"MCCV; aumento tarifa do ônibus; aumentos mensalidades Universidade Católica",1981/08/31,"1981",AB-014.2 1.2-2.2-0014,"-",Igreja São José,SESP,Repressão,"Partidos políticos; Estudantes; Trabalhadores; Ativistas","Organizadores optaram por fazê-lo sem passeata e temiam ""infiltração de pessoas do governo para fazerem desordem e eles serem responsabilizados"". Em relato sobre ato realizado na Igreja São José, agentes alegam que certas pessoas tinham missão de i",Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Reunião das Comissões Sindicais dos bancários,"MCCV; aumento tarifa do ônibus; aumentos mensalidades Universidade Católica; repressão",1981/08/31,"1981",AB-014.2 1.2-2.2-0014,"-",Igreja São José,SESP,Comício/Concentração,Repressão,A polícia fechou os portões da Igreja São José e prendeu 11 pessoas,Ciclo 3,./0.png
-44.0139130388403,-19.9773912785218,Reunião das professoras,MCCV,1981/09/01,"1981",AB.014.03,"-",Barreiro,SESP,Panfletagem,"Estudantes; Trabalhadores; Ativistas","Os panfletos foram distribuídos no Barreiro e no transporte público entre 17:30/19h, durante o horário de pico",Ciclo 3,./0.png
-43.941311,-19.918873,Reunião de conciliação entre  dirigentes do Sindicato dos Trabalhadores em Empresas Comerciais de Minérios e Combustíveis Minerais de BH com os representantes de seis empresas de gás para tratar sobre melhorias do salário,"aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua Curitiba,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.942797,-19.919406,"Reunião de conciliação entre os dirigentes sindicais dos operários mineradores de Brumadinho e o representante do Sindicato Nacional da Indústria de Extração de Ferro, para tratar sobre reajuste salarial","aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua Tamóios,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.941895,-19.915695,Reunião de deliberações sindicais,"aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua dos Caetés,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.942702,-19.917193,"Reunião de funcionários da FIAT, KRUPP e FMB sobre possível greve","aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua dos Guaranis,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.942558,-19.9181367,Reunião de líderes do funcionalismo estadual de BH na Sede da Asssociação das Professoras Primárias,"aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua dos Carijós,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.943668,-19.917273,Reunião de líderes sindicais para apoio ao CGT (Comando Geral dos Trabalhadores),"aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Olegário Maciel,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.938356,-19.915726,Reunião de moradores de favela no Centro de Choferes de Belo Horizonte,"aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Santos Dumont,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.942144,-19.918516,"Reunião de trabalhadores da mineração de Belo Horizonte, Nova Lima e Itabirito","aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Paraná,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.933912,-19.916613,Reunião do IMACO,"aumento tarifa do ônibus;",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Praça da Estação,SESP,Panfletagem,Anônimo,"As cerca de 10 pessoas, divididas em 2 grupos, de maneira que ocupavam os dois lados da rua. Caso alguém fosse detido, os demais ligavam para os advogados","-",./0.png
-43.9382850269332,-19.9208083045293,Reunião do IMACO,"Eleições 1980; Anistia; Constituinte; Carestia; Lei do Estrangeiro; Terrorismo",1981/09/01,"1981","1.2-2.1-0002(2) 
AA.002.2",274-281,Igreja São José,SESP,Comício/Concentração,"Partidos políticos; Estudantes; Trabalhadores; Ativistas","Comício no adro da Igreja São José entre 18h e 19h, contra regime, o alto custo de vida, a nova Lei de Estrangeiros e o cancelamento das eleições de 15/11/1980 que prorrogou o mandato dos prefeitos e vereadores em exercício e pela Anistia
Ato estav",Ciclo 3,./0.png
-43.9455894040291,-19.9244294220652,Reunião do MCCV na sede do Sindipetro contra o aumento do leite,"aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Olegário Maciel,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.942162990537,-19.9180573406854,Reunião do Movimento Contra o Custo de Vida no Colégio Santa Rita no Bairro Barreiro,"aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Paraná,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.9377233175215,-19.915666188901,Reunião do Movimento Contra o Custo de Vida no Colégio Santa Rita no Bairro Barreiro,"aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Santos Dumont,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.916042,-19.920898,Reunião do Movimento Feminino Pela Anistia na Casa do Jornallista,Aumento concessionárias,1981/09/01,"1981",1.2-2.2-0014(1),"401",Câmara Municipal,SESP,Coleta de dinheiro/ assinaturas,Anônimo,,Ciclo 3,./0.png
-43.9338998860988,-19.9166759468656,Reunião do Sindicato dos Condutores autônomos,"aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Praça Rui Barbosa/Praça da Estação,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.942741461757,-19.9236826144983,Reunião do Sindicato dos Condutores Autônomos de Belo Horizonte,"aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua Curitiba,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.9392637329216,-19.9160640280408,Reunião dos empregados de empresas telefônicas,"aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua dos Caetés,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.9405508887431,-19.9184731892454,Reunião dos ferrovários,"aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua dos Carijós,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.9427243040858,-19.917243826733,"Reunião dos funcionários do D.B.O. (Departamento de Bondes e Ônibus) para debater proposta de aumento de salários, que terminou sem acordo.","aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua dos Guaranis,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.9421901040858,-19.9193637162511,Reunião dos motoristas de ônibus e autolotações de BH,"aumento tarifa do ônibus; táticas",1981/09/01,"1981",AB-014.2 1.2-2.2-0014,"-",Rua dos Tamóios,SESP,Panfletagem,Estudantes,"Equipe era formada de 10 pessoas que, em alguns casos, se dividiam em dois grupos para ocupar ambos os lados da rua. Caso fossem detidos, demais deveriam ligar para advogados de plantão.",Ciclo 3,./0.png
-43.936704,-19.925668,Reunião dos panificadores,Feminismo,1981/09/04,"1981",1.2-2.2-0014(1),"-",Faculdade de Direito da UFMG,SESP,Evento,Ativismo,,Ciclo 3,./0.png
-43.9503978117107,-19.9310918543088,Reunião dos radialistas,"MCCV; aumento tarifa do ônibus; aumentos mensalidades Universidade Católica; repressão",1981/09/04,"1981",AB-014.2 1.2-2.2-0014,"-",Assembleia Legislativa,SESP,Repressão,Repressão,"Foram cercadas a Igreja São José, Faculdade de Direito e Assembleia. O ato foi autorizado para ocorrer na Praça da ALMG (já no local que ocupa hoje), entretanto ""a palavra manifestação trocada por reunião"". De acordo com a mesma notícia: ""permane",Ciclo 3,./0.png
-43.936704,-19.925668,Reunião dos sapateiros,"MCCV; aumento tarifa do ônibus; aumentos mensalidades Universidade Católica; repressão",1981/09/04,"1981",AB-014.2 1.2-2.2-0014,"-",Faculdade de Direito da UFMG,SESP,Repressão,Repressão,"Foram cercadas a Igreja São José, Faculdade de Direito e Assembleia. O ato foi autorizado para ocorrer na Praça da ALMG (já no local que ocupa hoje), entretanto ""a palavra manifestação trocada por reunião"". De acordo com a mesma notícia: ""permane",Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Reunião dos servidores estaduais,"MCCV; aumento tarifa do ônibus; aumentos mensalidades Universidade Católica; repressão",1981/09/04,"1981",AB-014.2 1.2-2.2-0014,"-",Igreja São José,SESP,Repressão,Repressão,"Foram cercadas a Igreja São José, Faculdade de Direito e Assembleia. O ato foi autorizado para ocorrer na Praça da ALMG (já no local que ocupa hoje), entretanto ""a palavra manifestação trocada por reunião"". De acordo com a mesma notícia: ""permane",Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Reunião dos trabalhadores favelados sobre o impacto das chuvas,MCCV,1981/09/06,"1981","AB.014-1
1.2-2.2-0014(1)",280 283 287 289 290 294 301,Igreja São José,SESP,Passeatas,"Estudantes; Trabalhadores; Ativistas","Protesto que ocorreu nas escadarias da Igreja São José, reivindicava o congelamento do preço do leite. Ato iniciou-se às 16h, às 16:20 foram em passeata ao Palácio dos Despachos de maneira ""pacífica"" (palavras do investigador). O ato reuniu cerca",Ciclo 3,./0.png
-43.938328,-19.920955,Reunião em comemoração a 1 ano do CBA/MG (Comitê Brasileiro pela Anistia),"MCCV; aumento tarifa do ônibus",1981/09/07,"1981",AB.014.03,"-",Av. Afonso Pena (em frente Igreja São José),SESP,Panfletagem,"Estudantes; Trabalhadores; Ativistas",Os panfletos denunciavam o aumento custo de vida. Foram também colhidas assinaturas contra aumento do ônibus e do custo de vida. Pessoas foram detidas pela distribuição de panfletos.,Ciclo 3,./0.png
-43.9338998860988,-19.9166759468656,Reunião na Casa do Jornalista entre partidos e movimentos pela anistia,"MCCV; Desemprego",1981/09/07,"1981",AB.014-1,"-",Praça Rui Barbosa/Praça da Estação,SESP,Comício/Concentração,"Estudantes; Trabalhadores; Ativistas",,Ciclo 3,./0.png
-43.9503978117107,-19.9310918543088,Reunião na Fafich sobre a Anistia,Manifestação contra o Custo de Vida,1981/09/10,"1981",AB-014.2 1.2-2.2-0014,"-",Assembleia Legislativa,SESP,Comício/Concentração,"Estudantes; Trabalhadores; Ativistas","Ato autorizado para ocorrer somente no pátio à frente da Assembleia. Igreja São José foi cercada por policiais. Foram ainda distribuídos panfletos contra ""agitadores seguindo orientação do exterior"", ""comunistas bem treinados para conduzir povo a",Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Reunião na FAFICH sobre a Anistia,Anti-terrorismo,1981/09/10,"1981",1.2-2.1-0001,"1642-1643 
1754
1882",Igreja São José,SESP,Comício/Concentração,"Partidos políticos; Estudantes; Trabalhadores; Ativistas","Como havia uma proibição de manifestações, pessoas foram detidas.",Ciclo 3,./0.png
-43.9455894040291,-19.9244294220652,Reunião no Colégio Loyola pela Anistia presos políticos e volta dos exilados,MCCV,1981/09/16,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Olegário Maciel,SESP,Coleta de dinheiro/ assinaturas,Ativistas,"Foram escolhidos locais de maior aglomeração em função dos pontos de ônibus, sendo abordados pela polícia na Praça 7.",Ciclo 3,./0.png
-43.9455894040291,-19.9244294220652,Reunião no Colégio Santo Antônio sobre a Anistia,MCCV,1981/09/16,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Olegário Maciel,SESP,Panfletagem,Ativistas,"Foram escolhidos locais de maior aglomeração em função dos pontos de ônibus, sendo abordados pela polícia na Praça 7.",Ciclo 3,./0.png
-43.942162990537,-19.9180573406854,Reunião ordinária dos comerciantes varejistas,MCCV,1981/09/16,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Paraná,SESP,Coleta de dinheiro/ assinaturas,Ativistas,"Foram escolhidos locais de maior aglomeração em função dos pontos de ônibus, sendo abordados pela polícia na Praça 7.",Ciclo 3,./0.png
-43.942162990537,-19.9180573406854,Reunião para debate do contexto político social,MCCV,1981/09/16,"1981",AB-014.2 1.2-2.2-0014,"-",Av. Paraná,SESP,Panfletagem,Ativistas,"Foram escolhidos locais de maior aglomeração em função dos pontos de ônibus, sendo abordados pela polícia na Praça 7.",Ciclo 3,./0.png
-43.9427672194286,-19.9172740880224,Reunião sobre a anistia no DCE/UFMG,MCCV,1981/09/16,"1981",AB-014.2 1.2-2.2-0014,"-",R. dos Guaranis,SESP,Coleta de dinheiro/ assinaturas,Ativistas,"Foram escolhidos locais de maior aglomeração em função dos pontos de ônibus, sendo abordados pela polícia na Praça 7.",Ciclo 3,./0.png
-43.9427672194286,-19.9172740880224,Reunião sobre Anistia,MCCV,1981/09/16,"1981",AB-014.2 1.2-2.2-0014,"-",R. dos Guaranis,SESP,Panfletagem,Ativistas,"Foram escolhidos locais de maior aglomeração em função dos pontos de ônibus, sendo abordados pela polícia na Praça 7.",Ciclo 3,./0.png
-43.9397538905929,-19.9172462171562,Reunião sobre campanha contra a Carestia,MCCV,1981/09/16,"1981",AB-014.2 1.2-2.2-0014,"-",R. dos Tupinambás,SESP,Coleta de dinheiro/ assinaturas,Ativistas,"Foram escolhidos locais de maior aglomeração em função dos pontos de ônibus, sendo abordados pela polícia na Praça 7.",Ciclo 3,./0.png
-43.9397538905929,-19.9172462171562,Reunião sobre campanha contra a Carestia,MCCV,1981/09/16,"1981",AB-014.2 1.2-2.2-0014,"-",R. dos Tupinambás,SESP,Panfletagem,Ativistas,"Foram escolhidos locais de maior aglomeração em função dos pontos de ônibus, sendo abordados pela polícia na Praça 7.",Ciclo 3,./0.png
-43.929086,-19.924769,Reunião sobre campanha contra a Carestia,"Greve metalúrgicos em Betim; Greve professores universitários",1981/11/27,"1981",1.2-2.2-0010,"2141",Faculdade de Medicina da UFMG,SESP,Assembleia/Reunião,Sindicatos,Objetivo era votar sobre continuidade da greve dos professores universidades e da greve dos metalúrgicos em Betim,Ciclo 3,./0.png
